,chemicalFormula,references,Crystallinity,Electrical conductivity,Electrical conductivity-conditions,Electrical conductivity-dataType,Electrical conductivity-units,Electrical resistivity,Electrical resistivity-conditions,Electrical resistivity-dataType,Electrical resistivity-units,Power factor,Power factor-conditions,Power factor-dataType,Power factor-units,Preparation method,Seebeck coefficient,Seebeck coefficient-conditions,Seebeck coefficient-dataType,Seebeck coefficient-units,Space group,Thermal conductivity,Thermal conductivity-conditions,Thermal conductivity-dataType,Thermal conductivity-units,Thermoelectric figure of merit (zT),Thermoelectric figure of merit (zT)-conditions,Thermoelectric figure of merit (zT)-dataType
359,Bi2Ru2O7,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/S0038-1098(03)00080-2', 'doi': '10.1016/S0038-1098(03)00080-2'}]}]",Polycrystalline,1.4326E+03,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00068672,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.2512E-05,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,12.43,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,227,,,,,,,
360,Fe1.3Mo6S8,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1007/s11664-009-0975-0', 'doi': '10.1007/s11664-009-0975-0'}]}]",Polycrystalline,1.3165E+03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000759615,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.6958E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, vacuum",45.2526,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,148,2.775,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.068003082,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
361,CaYb0.05Mn0.95O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1109/ICT.2006.331291', 'doi': '10.1109/ICT.2006.331291'}]}]",Polycrystalline,5.3579E+01,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0186642,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.2131E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-244.888,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,1.61396,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.199082397,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
362,Zn0.97Al0.03O,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jeurceramsoc.2006.04.012', 'doi': '10.1016/j.jeurceramsoc.2006.04.012'}]}]",Polycrystalline,5.1594E+01,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.019382024,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.5544E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",-173.573,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,186,,,,,,,
363,In1.998Ge0.002O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.ssc.2007.12.033', 'doi': '10.1016/j.ssc.2007.12.033'}]}]",Polycrystalline,4.7488E+02,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00210578,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.7250E-04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-88.5671,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,206,9.1565,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.012204602,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
364,CeFe3CoSb12,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1109/ICT.1996.553263', 'doi': '10.1109/ICT.1996.553263'}]}]",Polycrystalline,8.9286E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,1.12E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.4401E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Combination of melting and powder metallurgy techniques,127,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,204,1.98,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.290927128,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
365,ZrNiSn,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2008.02.041', 'doi': '10.1016/j.jallcom.2008.02.041'}]}]",Polycrystalline,3.5748E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.002797367,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.8969E-03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, vacuum",-284.671,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,5.9849,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.338827093,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
366,Ca0.9Ho0.1MnO3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.2362922', 'doi': '10.1063/1.2362922'}]}]",Polycrystalline,1.4324E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00698113,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.1675E-04,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-90.28,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,2.06759,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.022586208,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
367,Cu1.98Se,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1038/nmat3277', 'doi': '10.1038/nmat3277'}]}]",Polycrystalline,1.6529E+03,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000605,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,6.4360E-04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Melted, vacuum",62.40,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,225,1.25,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.154463207,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
368,Mg1.9Ca0.1Si,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.jallcom.2007.09.101', 'doi': '10.1016/j.jallcom.2007.09.101'}]}]",Polycrystalline,4.7237E+02,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.002117,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.7577E-04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Melted, Ar",-61.00,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,225,5.2,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.010140438,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL
369,Na0.02Pb0.98Te0.85Se0.15,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1038/nature09996', 'doi': '10.1038/nature09996'}]}]",Polycrystalline,1.6155E+03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000619008,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.5621E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Melted,98.33,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,225,2.21786,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.28172853,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
370,Zr0.35Hf0.35Ti0.3NiSn,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.1868063', 'doi': '10.1063/1.1868063'}]}]",Polycrystalline,4.3842E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00228094,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,5.3108E-03,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Arc-melted, Ar",-348.046,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,216,2.942,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,1.263615091,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
371,Zn0.9975Al0.0025O,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1007/s11664-009-0815-2', 'doi': '10.1007/s11664-009-0815-2'}]}]",Polycrystalline,4.1824E+01,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0239096,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.9972E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, vacuum",-218.521,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,186,,,,,,,
372,Nd2Cu0.98Zn0.02O4,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1002/chin.200318015', 'doi': '10.1002/chin.200318015'}]}]",Polycrystalline,2.6942E+01,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0371163,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.0926E-05,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",-63.68,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,139,3.63,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.003009932,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
373,Ca2.4Na0.3Bi0.3Co4O9,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.1480115', 'doi': '10.1063/1.1480115'}]}]",Polycrystalline,1.0840E+02,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.009225,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.2666E-04,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",144.60,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,12,1.9,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.047717381,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
374,Tl9BiTe6,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1103/PhysRevLett.86.4350', 'doi': '10.1103/PhysRevLett.86.4350'}]}]",Polycrystalline,8.9526E+01,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.01117,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.0222E-03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Melted, zone refined",337.90,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,140,0.409,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.999677445,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
375,Ba8Ga18Ge28,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1109/ICT.2002.1190269', 'doi': '10.1109/ICT.2002.1190269'}]}]",Polycrystalline,1.3605E+02,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00735,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,9.6267E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Arc melting,-266.00,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,223,1,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.962666667,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
376,Yb14MnSb11,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1021/cm060261t', 'doi': '10.1021/cm060261t'}]}]",Single crystal,2.1838E+02,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.00457917,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,5.8838E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Flux (Sn), Ar",164.143,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,142,0.715,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.822909213,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
377,CuCr0.99Mg0.01O2,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1109/ICT.2006.331288', 'doi': '10.1109/ICT.2006.331288'}]}]",Polycrystalline,2.7323E+00,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.365988,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,5.4308E-05,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",445.826,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,166,4.9475,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.01097686,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
378,Li0.0066Ni0.9944O,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1143/JJAP.38.L1336', 'doi': '10.1143/JJAP.38.L1336'}]}]",Polycrystalline,3.5114E+01,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.028478426,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.4996E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,206.66,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,225,5.30518,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.02826674,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
379,Ca0.9Sn0.1MnO3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1006/jssc.1995.1384', 'doi': '10.1006/jssc.1995.1384'}]}]",Polycrystalline,4.8031E-01,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,2.08200172,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.1276E-06,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",-255.18,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,,,,,,,
380,In2O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.ssc.2007.12.033', 'doi': '10.1016/j.ssc.2007.12.033'}]}]",Polycrystalline,6.6895E+01,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0149487,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.9957E-04,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-172.722,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,206,6.77329,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.011785614,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
381,CaMn0.98Nb0.02O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1557/jmr.2011.140', 'doi': '10.1557/jmr.2011.140'}]}]",Polycrystalline,3.2384E+01,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.0308794,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.9952E-04,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Ultrasonic spray pyrolysis,-248.22,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,1.38075,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.144503757,"{'name': 'Temperature', 'scalars': [{'value': '1000'}], 'units': 'K'}",EXPERIMENTAL
382,CaMnO3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.2362922', 'doi': '10.1063/1.2362922'}]}]",Polycrystalline,2.1695E+00,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.460937,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,7.8144E-05,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-600.16,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,62,2.97299,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.010513925,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
383,Fe1.98Ti0.02O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/S0925-8388(01)01804-7', 'doi': '10.1016/S0925-8388(01)01804-7'}]}]",Polycrystalline,1.1263E+04,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.887847148,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,1.9248E-05,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",-413.39,"{'name': 'Temperature', 'scalars': [{'value': '300'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,2,,,,,,,
384,In1.94Ge0.06O3,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1016/j.ssc.2007.12.033', 'doi': '10.1016/j.ssc.2007.12.033'}]}]",Polycrystalline,1.0046E+03,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.000995442,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,3.6914E-04,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,Solid state reaction,-60.6186,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,206,6.6037,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.02235983,"{'name': 'Temperature', 'scalars': [{'value': '400'}], 'units': 'K'}",EXPERIMENTAL
385,Ca2.7Na0.3Co4O9,"[{'citation': '10.1021/cm400893e', 'doi': '10.1021/cm400893e', 'references': [{'citation': 'http://dx.doi.org/10.1063/1.1480115', 'doi': '10.1063/1.1480115'}]}]",Polycrystalline,1.2491E+02,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,S/cm,0.008006,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\Omega \cdot$cm,2.9469E-04,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K$^2$,"Solid state reaction, air",153.60,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,$\mu$V/K,12,2,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL,W/m$\cdot$K,0.103141844,"{'name': 'Temperature', 'scalars': [{'value': '700'}], 'units': 'K'}",EXPERIMENTAL
