,composition,Charpy impact energy,Charpy impact energy-conditions,Charpy impact energy-units,Elongation,Elongation-conditions,Elongation-units,"Fracture toughness, K$_{IC}$","Fracture toughness, K$_{IC}$-conditions","Fracture toughness, K$_{IC}$-units","Ultimate tensile strength, UTS","Ultimate tensile strength, UTS-conditions","Ultimate tensile strength, UTS-units","Yield strength, YS","Yield strength, YS-conditions","Yield strength, YS-units",parse_comp
252,"[{'element': 'C', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '1.97'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.05'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.88'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",39.7,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,11.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1799.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1626.7,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.16, 0.16, 0.05, 1.97, 10.05, 1, 0.01, 0, 0.01, 13.88, 0, 0.01, 0]"
253,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '15.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.3'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.2'}}]",,,,18.0,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",%,,,,1248.5,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,1119.6,"{'name': 'Temperature', 'scalars': [{'value': '815'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 0.01, 15.1, 5.1, 0.01, 0, 0.01, 15.3, 0, 0.03, 0.2]"
254,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '18'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.6'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.5'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '12'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.9'}}]",,,,10.0,"{'name': 'Temperature', 'scalars': [{'value': '760'}], 'units': '$^{\\circ}$C'}",%,,,,2459.7,"{'name': 'Temperature', 'scalars': [{'value': '760'}], 'units': '$^{\\circ}$C'}",MPa,2397.7,"{'name': 'Temperature', 'scalars': [{'value': '760'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.05, 0.05, 0.01, 18, 3.6, 0.5, 0, 0.01, 12, 0, 0.02, 1.9]"
255,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.32'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.05'}}]",78.6,,J,18.1,,%,,,,,,,1281.5,,MPa,"[0.04, 0.01, 0.01, 12.51, 8.32, 2.22, 0.01, 0, 0.01, 0.01, 0, 1.06, 0.05]"
256,"[{'element': 'C', 'actualWeightPercent': {'value': '0.16'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.26'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '4.93'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.46'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '10.55'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,14.0,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",%,,,,1894.8,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,1405.6,"{'name': 'Temperature', 'scalars': [{'value': '1093'}], 'units': '$^{\\circ}$C'}",MPa,"[0.16, 0.01, 0.01, 14.26, 0.01, 4.93, 0.46, 0.03, 0.01, 10.55, 0, 0.04, 0]"
257,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.51'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.32'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.05'}}]",211.5,,J,18.1,,%,,,,,,,1343.6,,MPa,"[0.04, 0.01, 0.01, 12.51, 8.32, 2.22, 0.01, 0, 0.01, 0.01, 0, 1.06, 0.05]"
258,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '6.99'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.75'}}, {'element': 'V', 'actualWeightPercent': {'value': '0'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0'}}, {'element': 'Co', 'actualWeightPercent': {'value': '8.02'}}, {'element': 'W', 'actualWeightPercent': {'value': '2.43'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.8'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,3.4,"{'name': 'Temperature', 'scalars': [{'value': '870'}], 'units': '$^{\\circ}$C'}",%,,,,2109.0,"{'name': 'Temperature', 'scalars': [{'value': '870'}], 'units': '$^{\\circ}$C'}",MPa,2099.0,"{'name': 'Temperature', 'scalars': [{'value': '870'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.04, 0.04, 9.9, 6.99, 2.75, 0, 0, 0, 8.02, 2.43, 1.8, 0]"
259,"[{'element': 'C', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.57'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.19'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '8.9'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '15.2'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,2.0,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",%,,,,1795.6,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,1228.9,"{'name': 'Temperature', 'scalars': [{'value': '1050'}], 'units': '$^{\\circ}$C'}",MPa,"[0.1, 0.57, 0.24, 12.19, 0.01, 8.9, 0.01, 0.02, 0.01, 15.2, 0, 0.03, 0]"
260,"[{'element': 'C', 'actualWeightPercent': {'value': '0.21'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '1.99'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.58'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.94'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.08'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.88'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,20.1,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",%,94.2,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,1757.0,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,1376.3,"{'name': 'Temperature', 'scalars': [{'value': '1038'}], 'units': '$^{\\circ}$C'}",MPa,"[0.21, 0.01, 1.99, 12.58, 0.94, 1.98, 0.01, 0, 0.08, 13.88, 0, 0.03, 0]"
261,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '17.5'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '4.15'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '11.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.62'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.48'}}]",,,,10.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,2494.2,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,2425.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.05, 0.05, 0.01, 17.5, 4.15, 0.01, 0, 0.01, 11.5, 0, 0.62, 1.48]"
262,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.57'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.29'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.22'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.01'}}]",66.4,,J,17.0,,%,,,,1288.4,,MPa,1260.9,,MPa,"[0.03, 0.01, 0.01, 12.57, 8.29, 2.22, 0.01, 0.01, 0.01, 0.01, 0, 1.05, 0.01]"
263,"[{'element': 'C', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.49'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.31'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.21'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1.06'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.09'}}]",101.7,,J,17.0,,%,,,,1364.2,,MPa,1309.1,,MPa,"[0.03, 0.01, 0.01, 12.49, 8.31, 2.21, 0.01, 0.01, 0.01, 0.01, 0, 1.06, 0.09]"
264,"[{'element': 'C', 'actualWeightPercent': {'value': '0.15'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '14.5'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '5'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",,,,,,,,,,1757.0,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,1481.4,"{'name': 'Temperature', 'scalars': [{'value': '982'}], 'units': '$^{\\circ}$C'}",MPa,"[0.15, 0.01, 0.01, 14.5, 0.01, 5, 0.01, 0, 0.01, 13.5, 0, 0.05, 0]"
265,"[{'element': 'C', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.14'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '11.95'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '10.48'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.39'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '1.11'}}]",25.8,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",J,,,,,,,1825.9,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,1743.2,"{'name': 'Temperature', 'scalars': [{'value': '900'}], 'units': '$^{\\circ}$C'}",MPa,"[0.01, 0.01, 0.01, 8.14, 11.95, 0.02, 0.01, 0, 0.01, 10.48, 0, 0.39, 1.11]"
266,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.06'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '5.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '11.83'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.98'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.39'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.2'}}]",51.5,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1351.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1324.3,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.04, 0.06, 5.01, 11.83, 2.98, 0.01, 0, 0.01, 0.01, 0, 0.39, 0.2]"
267,"[{'element': 'C', 'actualWeightPercent': {'value': '0'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.05'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '18.1'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '3.6'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.11'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '2.25'}}]",,,,6.0,"{'name': 'Temperature', 'scalars': [{'value': '0'}], 'units': '$^{\\circ}$C'}",%,,,,2590.6,"{'name': 'Temperature', 'scalars': [{'value': '0'}], 'units': '$^{\\circ}$C'}",MPa,2521.7,"{'name': 'Temperature', 'scalars': [{'value': '0'}], 'units': '$^{\\circ}$C'}",MPa,"[0, 0.05, 0.05, 0.01, 18.1, 3.6, 0.01, 0, 0.01, 13, 0, 0.11, 2.25]"
268,"[{'element': 'C', 'actualWeightPercent': {'value': '0.23'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '2.8'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.3'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.3'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '12.5'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",,,,12.5,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",%,42.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa m$^{0.5}$,2046.3,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,1522.7,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,"[0.23, 0.01, 0.01, 9, 2.8, 1.3, 0.3, 0, 0.01, 12.5, 0, 0.03, 0.03]"
269,"[{'element': 'C', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '8.9'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '7.4'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.7'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.28'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '13'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.03'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.03'}}]",,,,13.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",%,,,,2005.0,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,1605.4,"{'name': 'Temperature', 'scalars': [{'value': '1025'}], 'units': '$^{\\circ}$C'}",MPa,"[0.24, 0.01, 0.01, 8.9, 7.4, 1.7, 0.28, 0, 0.01, 13, 0, 0.03, 0.03]"
270,"[{'element': 'C', 'actualWeightPercent': {'value': '0.04'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '12.52'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '8.63'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '2.1'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '1'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0'}}]",162.7,,J,14.0,,%,,,,,,,1295.3,,MPa,"[0.04, 0.01, 0.02, 12.52, 8.63, 2.1, 0.01, 0, 0.01, 0.01, 0, 1, 0]"
271,"[{'element': 'C', 'actualWeightPercent': {'value': '0.02'}}, {'element': 'Mn', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Si', 'actualWeightPercent': {'value': '0.1'}}, {'element': 'Cr', 'actualWeightPercent': {'value': '10.2'}}, {'element': 'Ni', 'actualWeightPercent': {'value': '10.3'}}, {'element': 'Mo', 'actualWeightPercent': {'value': '1.94'}}, {'element': 'V', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'N', 'actualWeightPercent': {'value': '0'}}, {'element': 'Nb', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'Co', 'actualWeightPercent': {'value': '0.01'}}, {'element': 'W', 'actualWeightPercent': {'value': '0'}}, {'element': 'Al', 'actualWeightPercent': {'value': '0.24'}}, {'element': 'Ti', 'actualWeightPercent': {'value': '0.23'}}]",69.8,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",J,16.0,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",%,,,,1220.9,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,1195.4,"{'name': 'Temperature', 'scalars': [{'value': '816'}], 'units': '$^{\\circ}$C'}",MPa,"[0.02, 0.24, 0.1, 10.2, 10.3, 1.94, 0.01, 0, 0.01, 0.01, 0, 0.24, 0.23]"
